total_number_messages_human;total_number_messages_agent;average_message_length_human;average_message_length_agent;ignored;trustPhase;trustValue;noIgnored;noSuggestions;workload;timePressure;taskSeverity;taskSwitch;occupiedTime;world_nr;tick_nr
1;76;0;0;0;2;0.25;0;0;0;0;0;0;0;1;150
1;76;0;0;0;2;0.25;0;0;0;0;0;0;0;1;151
1;76;0;0;0;2;0.25;0;0;0;0;0;0;0;1;152
1;76;0;0;0;2;0.25;0;0;0;0;0;0;0;1;153
1;76;0;0;0;2;0.25;0;0;0;0;0;0;0;1;154
1;76;0;0;0;2;0.25;0;0;0;0;0;0;0;1;155
1;76;0;0;0;2;0.25;0;0;0;0;0;0;0;1;156
1;77;0;0;0;2;0.25;0;0;0;0;0;0;0;1;157
1;77;0;0;0;2;0.25;0;0;0;0;0;0;0;1;158
1;77;0;0;0;2;0.25;0;0;0;0;0;0;0;1;159
1;77;0;0;0;2;0.25;0;0;0;0;0;0;0;1;160
1;77;0;0;0;2;0.25;0;0;0;0;0;0;0;1;161
1;77;0;0;0;2;0.25;0;0;0;0;0;0;0;1;162
1;77;0;0;0;2;0.25;0;0;0;0;0;0;0;1;163
1;77;0;0;0;2;0.25;0;0;0;0;0;0;0;1;164
1;77;0;0;0;2;0.25;0;0;0;0;0;0;0;1;165
1;78;0;0;0;2;0.25;0;0;0;0;0;0;0;1;166
1;78;0;0;0;2;0.25;0;0;0;0;0;0;0;1;167
1;78;0;0;0;2;0.25;0;0;0;0;0;0;0;1;168
1;78;0;0;0;2;0.25;0;0;0;0;0;0;0;1;169
1;78;0;0;0;2;0.25;0;0;0;0;0;0;0;1;170
1;78;0;0;0;2;0.25;0;0;0;0;0;0;0;1;171
1;78;0;0;0;2;0.25;0;0;0;0;0;0;0;1;172
1;78;0;0;0;2;0.25;0;0;0;0;0;0;0;1;173
1;78;0;0;0;2;0.25;0;0;0;0;0;0;0;1;174
1;78;0;0;0;2;0.25;0;0;0;0;0;0;0;1;175
1;78;0;0;0;2;0.25;0;0;0;0;0;0;0;1;176
1;78;0;0;0;2;0.25;0;0;0;0;0;0;0;1;177
1;78;0;0;0;2;0.25;0;0;0;0;0;0;0;1;178
1;78;0;0;0;2;0.25;0;0;0;0;0;0;0;1;179
1;78;0;0;0;2;0.25;0;0;0;0;0;0;0;1;180
1;78;0;0;0;2;0.25;0;0;0;0;0;0;0;1;181
1;78;0;0;0;2;0.25;0;0;0;0;0;0;0;1;182
1;78;0;0;0;2;0.25;0;0;0;0;0;0;0;1;183
1;78;0;0;0;2;0.25;0;0;0;0;0;0;0;1;184
1;78;0;0;0;2;0.25;0;0;0;0;0;0;0;1;185
1;78;0;0;0;2;0.25;0;0;0;0;0;0;0;1;186
1;78;0;0;0;2;0.25;0;0;0;0;0;0;0;1;187
1;78;0;0;0;2;0.25;0;0;0;0;0;0;0;1;188
1;78;0;0;0;2;0.25;0;0;0;0;0;0;0;1;189
1;78;0;0;0;2;0.25;0;0;0;0;0;0;0;1;190
1;78;0;0;0;2;0.25;0;0;0;0;0;0;0;1;191
1;80;0;0;0;2;0.25;0;0;0;0;0;0;0;1;192
1;80;0;0;0;2;0.25;0;0;0;0;0;0;0;1;193
1;80;0;0;0;2;0.25;0;0;0;0;0;0;0;1;194
1;80;0;0;0;2;0.25;0;0;0;0;0;0;0;1;195
1;80;0;0;0;2;0.25;0;0;0;0;0;0;0;1;196
1;80;0;0;0;2;0.25;0;0;0;0;0;0;0;1;197
1;80;0;0;0;2;0.25;0;0;0;0;0;0;0;1;198
1;80;0;0;0;2;0.25;0;0;0;0;0;0;0;1;199
1;80;0;0;0;2;0.25;0;0;0;0;0;0;0;1;200
1;81;0;0;0;2;0.25;0;0;0;0;0;0;0;1;201
1;81;0;0;0;2;0.25;0;0;0;0;0;0;0;1;202
1;81;0;0;0;2;0.25;0;0;0;0;0;0;0;1;203
1;81;0;0;0;2;0.25;0;0;0;0;0;0;0;1;204
1;81;0;0;0;2;0.25;0;0;0;0;0;0;0;1;205
1;81;0;0;0;2;0.25;0;0;0;0;0;0;0;1;206
1;81;0;0;0;2;0.25;0;0;0;0;0;0;0;1;207
1;81;0;0;0;2;0.25;0;0;0;0;0;0;0;1;208
1;81;0;0;0;2;0.25;0;0;0;0;0;0;0;1;209
1;82;0;0;0;2;0.25;0;0;0;0;0;0;0;1;210
1;82;0;0;0;2;0.25;0;0;0;0;0;0;0;1;211
1;82;0;0;0;2;0.25;0;0;0;0;0;0;0;1;212
1;82;0;0;0;2;0.25;0;0;0;0;0;0;0;1;213
1;82;0;0;0;2;0.25;0;0;0;0;0;0;0;1;214
1;82;0;0;0;2;0.25;0;0;0;0;0;0;0;1;215
1;82;0;0;0;2;0.25;0;0;0;0;0;0;0;1;216
1;82;0;0;0;2;0.25;0;0;0;0;0;0;0;1;217
1;82;0;0;0;2;0.25;0;0;0;0;0;0;0;1;218
1;83;0;0;0;2;0.25;0;0;0;0;0;0;0;1;219
1;83;0;0;0;2;0.25;0;0;0;0;0;0;0;1;220
1;83;0;0;0;2;0.25;0;0;0;0;0;0;0;1;221
1;83;0;0;0;2;0.25;0;0;0;0;0;0;0;1;222
1;83;0;0;0;2;0.25;0;0;0;0;0;0;0;1;223
1;83;0;0;0;2;0.25;0;0;0;0;0;0;0;1;224
1;83;0;0;0;2;0.25;0;0;0;0;0;0;0;1;225
1;83;0;0;0;2;0.25;0;0;0;0;0;0;0;1;226
1;83;0;0;0;2;0.25;0;0;0;0;0;0;0;1;227
1;83;0;0;0;2;0.25;0;0;0;0;0;0;0;1;228
1;83;0;0;0;2;0.25;0;0;0;0;0;0;0;1;229
1;83;0;0;0;2;0.25;0;0;0;0;0;0;0;1;230
1;83;0;0;0;2;0.25;0;0;0;0;0;0;0;1;231
1;83;0;0;0;2;0.25;0;0;0;0;0;0;0;1;232
1;84;0;0;0;2;0.25;0;0;0;0;0;0;0;1;233
1;84;0;0;0;2;0.25;0;0;0;0;0;0;0;1;234
1;84;0;0;0;2;0.25;0;0;0;0;0;0;0;1;235
1;84;0;0;0;2;0.25;0;0;0;0;0;0;0;1;236
1;84;0;0;0;2;0.25;0;0;0;0;0;0;0;1;237
1;84;0;0;0;2;0.25;0;0;0;0;0;0;0;1;238
1;84;0;0;0;2;0.25;0;0;0;0;0;0;0;1;239
1;84;0;0;0;2;0.25;0;0;0;0;0;0;0;1;240
1;84;0;0;0;2;0.25;0;0;0;0;0;0;0;1;241
1;84;0;0;0;2;0.25;0;0;0;0;0;0;0;1;242
1;84;0;0;0;2;0.25;0;0;0;0;0;0;0;1;243
1;84;0;0;0;2;0.25;0;0;0;0;0;0;0;1;244
1;84;0;0;0;2;0.25;0;0;0;0;0;0;0;1;245
1;84;0;0;0;2;0.25;0;0;0;0;0;0;0;1;246
1;85;0;0;0;2;0.25;0;0;0;0;0;0;0;1;247
1;85;0;0;0;2;0.25;0;0;0;0;0;0;0;1;248
1;85;0;0;0;2;0.25;0;0;0;0;0;0;0;1;249
1;85;0;0;0;2;0.25;0;0;0;0;0;0;0;1;250
1;85;0;0;0;2;0.25;0;0;0;0;0;0;0;1;251
1;85;0;0;0;2;0.25;0;0;0;0;0;0;0;1;252
1;85;0;0;0;2;0.25;0;0;0;0;0;0;0;1;253
1;85;0;0;0;2;0.25;0;0;0;0;0;0;0;1;254
1;85;0;0;0;2;0.25;0;0;0;0;0;0;0;1;255
1;86;0;0;0;2;0.25;0;0;0;0;0;0;0;1;256
1;86;0;0;0;2;0.25;0;0;0;0;0;0;0;1;257
1;86;0;0;0;2;0.25;0;0;0;0;0;0;0;1;258
1;86;0;0;0;2;0.25;0;0;0;0;0;0;0;1;259
1;86;0;0;0;2;0.25;0;0;0;0;0;0;0;1;260
1;86;0;0;0;2;0.25;0;0;0;0;0;0;0;1;261
1;86;0;0;0;2;0.25;0;0;0;0;0;0;0;1;262
1;86;0;0;0;2;0.25;0;0;0;0;0;0;0;1;263
1;86;0;0;0;2;0.25;0;0;0;0;0;0;0;1;264
1;87;0;0;0;2;0.25;0;0;0;0;0;0;0;1;265
1;87;0;0;0;2;0.25;0;0;0;0;0;0;0;1;266
1;87;0;0;0;2;0.25;0;0;0;0;0;0;0;1;267
1;87;0;0;0;2;0.25;0;0;0;0;0;0;0;1;268
1;87;0;0;0;2;0.25;0;0;0;0;0;0;0;1;269
2;87;0;0;0;2;0.25;0;0;0;0;0;0;0;1;270
2;87;0;0;0;2;0.25;0;0;0;0;0;0;0;1;271
2;87;0;0;0;2;0.25;0;0;0;0;0;0;0;1;272
2;87;0;0;0;2;0.25;0;0;0;0;0;0;0;1;273
2;89;0;0;0;2;0.25;0;0;0;0;0;0;0;1;274
2;90;0;0;0;2;0.25;0;0;0;0;0;0;0;1;275
2;91;0;0;0;2;0.25;0;0;0;0;0;0;0;1;276
2;92;0;0;0;2;0.25;0;0;0;0;0;0;0;1;277
2;93;0;0;0;2;0.25;0;0;0;0;0;0;0;1;278
2;94;0;0;0;2;0.25;0;0;0;0;0;0;0;1;279
2;95;0;0;0;2;0.25;0;0;0;0;0;0;0;1;280
2;96;0;0;0;2;0.25;0;0;0;0;0;0;0;1;281
2;97;0;0;0;2;0.25;0;0;0;0;0;0;0;1;282
2;98;0;0;0;2;0.25;0;0;0;0;0;0;0;1;283
2;99;0;0;0;2;0.25;0;0;0;0;0;0;0;1;284
2;100;0;0;0;2;0.25;0;0;0;0;0;0;0;1;285
2;101;0;0;0;2;0.25;0;0;0;0;0;0;0;1;286
2;102;0;0;0;2;0.25;0;0;0;0;0;0;0;1;287
2;103;0;0;0;2;0.25;0;0;0;0;0;0;0;1;288
2;104;0;0;0;2;0.25;0;0;0;0;0;0;0;1;289
2;105;0;0;0;2;0.25;0;0;0;0;0;0;0;1;290
2;106;0;0;0;2;0.25;0;0;0;0;0;0;0;1;291
2;107;0;0;0;2;0.25;0;0;0;0;0;0;0;1;292
2;108;0;0;0;2;0.25;0;0;0;0;0;0;0;1;293
2;109;0;0;0;2;0.25;0;0;0;0;0;0;0;1;294
2;110;0;0;0;2;0.25;0;0;0;0;0;0;0;1;295
2;111;0;0;0;2;0.25;0;0;0;0;0;0;0;1;296
2;112;0;0;0;2;0.25;0;0;0;0;0;0;0;1;297
2;113;0;0;0;2;0.25;0;0;0;0;0;0;0;1;298
2;114;0;0;0;2;0.25;0;0;0;0;0;0;0;1;299
2;115;0;0;0;2;0.25;0;0;0;0;0;0;0;1;300
2;116;0;0;0;2;0.25;0;0;0;0;0;0;0;1;301
2;117;0;0;0;2;0.25;0;0;0;0;0;0;0;1;302
2;118;0;0;0;2;0.25;0;0;0;0;0;0;0;1;303
2;119;0;0;0;2;0.25;0;0;0;0;0;0;0;1;304
2;120;0;0;0;2;0.25;0;0;0;0;0;0;0;1;305
2;121;0;0;0;2;0.25;0;0;0;0;0;0;0;1;306
2;122;0;0;0;2;0.25;0;0;0;0;0;0;0;1;307
2;123;0;0;0;2;0.25;0;0;0;0;0;0;0;1;308
2;124;0;0;0;2;0.25;0;0;0;0;0;0;0;1;309
2;125;0;0;0;2;0.25;0;0;0;0;0;0;0;1;310
2;126;0;0;0;2;0.25;0;0;0;0;0;0;0;1;311
2;127;0;0;0;2;0.25;0;0;0;0;0;0;0;1;312
2;128;0;0;0;2;0.25;0;0;0;0;0;0;0;1;313
2;129;0;0;0;2;0.25;0;0;0;0;0;0;0;1;314
2;130;0;0;0;2;0.25;0;0;0;0;0;0;0;1;315
2;131;0;0;0;2;0.25;0;0;0;0;0;0;0;1;316
2;132;0;0;0;2;0.25;0;0;0;0;0;0;0;1;317
2;133;0;0;0;2;0.25;0;0;0;0;0;0;0;1;318
2;134;0;0;0;2;0.25;0;0;0;0;0;0;0;1;319
2;135;0;0;0;2;0.25;0;0;0;0;0;0;0;1;320
2;136;0;0;0;2;0.25;0;0;0;0;0;0;0;1;321
2;137;0;0;0;2;0.25;0;0;0;0;0;0;0;1;322
2;138;0;0;0;2;0.25;0;0;0;0;0;0;0;1;323
2;139;0;0;0;2;0.25;0;0;0;0;0;0;0;1;324
2;140;0;0;0;2;0.25;0;0;0;0;0;0;0;1;325
2;141;0;0;0;2;0.25;0;0;0;0;0;0;0;1;326
2;142;0;0;0;2;0.25;0;0;0;0;0;0;0;1;327
2;143;0;0;0;2;0.25;0;0;0;0;0;0;0;1;328
2;144;0;0;0;2;0.25;0;0;0;0;0;0;0;1;329
2;145;0;0;0;2;0.25;0;0;0;0;0;0;0;1;330
2;146;0;0;0;2;0.25;0;0;0;0;0;0;0;1;331
2;147;0;0;0;2;0.25;0;0;0;0;0;0;0;1;332
2;148;0;0;0;2;0.25;0;0;0;0;0;0;0;1;333
2;149;0;0;0;2;0.25;0;0;0;0;0;0;0;1;334
2;150;0;0;0;2;0.25;0;0;0;0;0;0;0;1;335
2;151;0;0;0;2;0.25;0;0;0;0;0;0;0;1;336
2;152;0;0;0;2;0.25;0;0;0;0;0;0;0;1;337
2;153;0;0;0;2;0.25;0;0;0;0;0;0;0;1;338
2;154;0;0;0;2;0.25;0;0;0;0;0;0;0;1;339
2;155;0;0;0;2;0.25;0;0;0;0;0;0;0;1;340
2;156;0;0;0;2;0.25;0;0;0;0;0;0;0;1;341
2;157;0;0;0;2;0.25;0;0;0;0;0;0;0;1;342
2;158;0;0;0;2;0.25;0;0;0;0;0;0;0;1;343
2;159;0;0;0;2;0.25;0;0;0;0;0;0;0;1;344
2;160;0;0;0;2;0.25;0;0;0;0;0;0;0;1;345
2;161;0;0;0;2;0.25;0;0;0;0;0;0;0;1;346
2;162;0;0;0;2;0.25;0;0;0;0;0;0;0;1;347
2;163;0;0;0;2;0.25;0;0;0;0;0;0;0;1;348
2;164;0;0;0;2;0.25;0;0;0;0;0;0;0;1;349
2;165;0;0;0;2;0.25;0;0;0;0;0;0;0;1;350
2;166;0;0;0;2;0.25;0;0;0;0;0;0;0;1;351
2;167;0;0;0;2;0.25;0;0;0;0;0;0;0;1;352
2;168;0;0;0;2;0.25;0;0;0;0;0;0;0;1;353
2;169;0;0;0;2;0.25;0;0;0;0;0;0;0;1;354
2;170;0;0;0;2;0.25;0;0;0;0;0;0;0;1;355
2;171;0;0;0;2;0.25;0;0;0;0;0;0;0;1;356
2;172;0;0;0;2;0.25;0;0;0;0;0;0;0;1;357
2;173;0;0;0;2;0.25;0;0;0;0;0;0;0;1;358
2;174;0;0;0;2;0.25;0;0;0;0;0;0;0;1;359
2;175;0;0;0;2;0.25;0;0;0;0;0;0;0;1;360
2;176;0;0;0;2;0.25;0;0;0;0;0;0;0;1;361
2;177;0;0;0;2;0.25;0;0;0;0;0;0;0;1;362
2;178;0;0;0;2;0.25;0;0;0;0;0;0;0;1;363
2;179;0;0;0;2;0.25;0;0;0;0;0;0;0;1;364
2;180;0;0;0;2;0.25;0;0;0;0;0;0;0;1;365
2;181;0;0;0;2;0.25;0;0;0;0;0;0;0;1;366
2;182;0;0;0;2;0.25;0;0;0;0;0;0;0;1;367
2;183;0;0;0;2;0.25;0;0;0;0;0;0;0;1;368
2;184;0;0;0;2;0.25;0;0;0;0;0;0;0;1;369
2;185;0;0;0;2;0.25;0;0;0;0;0;0;0;1;370
2;186;0;0;0;2;0.25;0;0;0;0;0;0;0;1;371
2;187;0;0;0;2;0.25;0;0;0;0;0;0;0;1;372
2;188;0;0;0;2;0.25;0;0;0;0;0;0;0;1;373
2;189;0;0;0;2;0.25;0;0;0;0;0;0;0;1;374
2;190;0;0;0;2;0.25;0;0;0;0;0;0;0;1;375
2;191;0;0;0;2;0.25;0;0;0;0;0;0;0;1;376
2;192;0;0;0;2;0.25;0;0;0;0;0;0;0;1;377
2;193;0;0;0;2;0.25;0;0;0;0;0;0;0;1;378
2;194;0;0;0;2;0.25;0;0;0;0;0;0;0;1;379
2;195;0;0;0;2;0.25;0;0;0;0;0;0;0;1;380
2;196;0;0;0;2;0.25;0;0;0;0;0;0;0;1;381
2;197;0;0;0;2;0.25;0;0;0;0;0;0;0;1;382
2;198;0;0;0;2;0.25;0;0;0;0;0;0;0;1;383
2;199;0;0;0;2;0.25;0;0;0;0;0;0;0;1;384
2;201;0;0;0;2;0.25;0;0;0;0;0;0;0;1;385
2;202;0;0;0;2;0.25;0;0;0;0;0;0;0;1;386
2;203;0;0;0;2;0.25;0;0;0;0;0;0;0;1;387
2;204;0;0;0;2;0.25;0;0;0;0;0;0;0;1;388
2;205;0;0;0;2;0.25;0;0;0;0;0;0;0;1;389
2;206;0;0;0;2;0.25;0;0;0;0;0;0;0;1;390
2;207;0;0;0;2;0.25;0;0;0;0;0;0;0;1;391
2;208;0;0;0;2;0.25;0;0;0;0;0;0;0;1;392
2;209;0;0;0;2;0.25;0;0;0;0;0;0;0;1;393
2;210;0;0;0;2;0.25;0;0;0;0;0;0;0;1;394
2;211;0;0;0;2;0.25;0;0;0;0;0;0;0;1;395
2;212;0;0;0;2;0.25;0;0;0;0;0;0;0;1;396
2;213;0;0;0;2;0.25;0;0;0;0;0;0;0;1;397
2;214;0;0;0;2;0.25;0;0;0;0;0;0;0;1;398
2;215;0;0;0;2;0.25;0;0;0;0;0;0;0;1;399
2;216;0;0;0;2;0.25;0;0;0;0;0;0;0;1;400
2;217;0;0;0;2;0.25;0;0;0;0;0;0;0;1;401
2;218;0;0;0;2;0.25;0;0;0;0;0;0;0;1;402
2;219;0;0;0;2;0.25;0;0;0;0;0;0;0;1;403
2;220;0;0;0;2;0.25;0;0;0;0;0;0;0;1;404
